"Starfsemi","ÍSAT2008"
"Rimlagluggatjöld úr málmi, framleiðsla","25990"
"Rimlagluggatjöld úr plasti, framleiðsla","22230"
"Rimlagluggatjöld, heildsala","46470"
"Ristaðar hnetur, framleiðsla","10890"
"Ritaraþjónusta","82190"
"Ritföng, heildsala","46490"
"Ritföng, smásala","47620"
"Rithandarsérfræðingar","96090"
"Rithöfundar, sjálfstætt starfandi","90030"
"Ritvélar, framleiðsla","28230"
"Ritvélar, viðgerð","33120"
"Ríkissaksóknari","84230"
"Rjómaís, framleiðsla","10520"
"Rjómaostur, framleiðsla","10510"
"Rjómaostur, heildsala","46330"
"Rjómaskilvindur, framleiðsla","28930"
"Rjómaskilvindur, heildsala","46699"
"Rjómi, framleiðsla","10510"
"Rjúpnaveiði","01700"
"Rottueitur, framleiðsla","20200"
"Rotþrær, tæming","37000"
"Rúðugler, framleiðsla","23120"
"Rúðugler, slípun","23120"
"Rúg, ræktun","01110"
"Rúgmjöl, framleiðsla","10610"
"Rúllugardínur úr plasti, framleiðsla","22230"
"Rúllugardínur úr textíl, framleiðsla","13920"
"Rúllugardínur, framleiðsla","13920"
"Rúllugardínur, heildsala","46470"
"Rúllugardínur, smásala","47530"
"Rúllustigar, framleiðsla","28220"
"Rúllustigi, uppsetning og viðgerð","43290"
"Rúm, framleiðsla","31090"
"Rúm, heildsala","46470"
"Rúm, smásala","47591"
"Rúmbotnar, framleiðsla","31030"
"Rúmdýnur, framleiðsla","31030"
"Rúmfatnaður, framleiðsla","13920"
"Rúmteppi, framleiðsla","13920"
"Rúskinn, framleiðsla","15110"
"Rútuferðir","49390"
"Ryðvörn ökutækja","45201"
"Ryksugur, framleiðsla","27510"
"Ryksugur, smásala","47540"
"Ryskugur, heildsala","46430"
"Ræðisskrifsofur erlendis","84210"
"Ræðisskrifstofur erlendra ríkja á Íslandi","99000"
"Ræðunámskeið","85590"
"Rækja, frysting","10201"
"Rækjubátar, útgerð","03112"
"Rækjufrystiskip, útgerð","03112"
"Ræktunarsambönd","74900"
"Ræktunarstöðvar húsdýra","01620"
"Rær, framleiðsla","25940"
"Ræstiefni, framleiðsla","20410"
"Röntgenbúnaður, framleiðsla","26600"
"Röntgenrannsóknarstofur, óháðar sjúkrahússrekstri","86903"
"Rör úr áli, framleiðsla","24420"
"Rör úr brenndum leir, framleiðsla","23320"
"Rör úr eldföstum leir, framleiðsla","23200"
"Rör úr gleri, framleiðsla","23190"
"Rör úr gúmmíi, framleiðsla","22190"
"Rör úr járni eða stáli, framleiðsla","24200"
"Rör úr steinsteypu, framleiðsla","23610"
"Rör úr steypujárni, framleiðsla","24510"
"Rör úr steypustáli, framleiðsla","24520"
"Rör úr trefjasementi, framleiðsla","23650"
"Rör, blý, framleiðsla","24540"
"Rör, heildsala","46740"
"Rör, kopar, framleiðsla","24540"
"Rör, króm, framleiðsla","24540"
"Rör, mangan, framleiðsla","24540"
"Rör, nikkel, framleiðsla","24540"
"Rör, plast, framleiðsla","22210"
"Rör, sellulósasement, framleiðsla","23650"
"Rör, sink, framleiðsla","24540"
"Rör, stál, framleiðsla","24200"
"Rör, steypa, framleiðsla","23610"
"Rör, tin, framleiðsla","24540"
"Röratengi úr áli, framleiðsla","24420"
"Röratengi úr járni eða stáli, framleiðsla","24200"
"Safabarir","56300"
"Safapressur til heimilisnota, rafknúnar, framleiðsla","27510"
"Safapressur til heimilisnota, rafknúnar, heildsala","46430"
"Sagarblöð, framleiðsla","25730"
"Sagir, framleiðsla","25730"
"Sagnfræðifélög","94999"
"Sala veiðileyfa","93190"
"Salat, ferkst, framleiðsla","10390"
"Salat, framleiðsla","10890"
"Salat, ræktun","01139"
"Salernispappír, framleiðsla","17220"
"Salernispappír, heildsala","46490"
"Salernisskálar úr plasti, framleiðsla","22230"
"Salernisskálar úr postulíni, framleiðsla","23420"
"Salernisskálar, heildsala","46730"
"Salisílsýra, framleiðsla","21100"
"Saltfiskverkun","10202"
"Saltfiskverkun um borð í togurum","03112"
"Saltnám","08930"
"Saltpéturssýra, framleiðsla","20150"
"Saltstangir, framleiðsla","10720"
"Sambýli fyrir fatlaða","87302"
"Sambýli fyrir þroskahamlaða","87200"
"Samkomusalir fyrir listviðburði, rekstur","90040"
"Samlokuplötur, framleiðsla","25110"
"Samlokur úr brauði, framleiðsla","10890"
"Samtök í atvinnulífinu, starfsemi","94110"
"Sandblástur bygginga utanhúss","43990"
"Sandblástur málma","25610"
"Sandblástursvélar, framleiðsla","28290"
"Sandpappír, framleiðsla","23910"
"Sandur, heildsala","46730"
"Sandur, nám","08120"
"Sauðfé, ræktun","01450"
"Sauðfé, slátrun","10110"
"Sauðfjárböðun","01620"
"Sauðfjárrækt","01450"
"Saumavarningur, heildsala","46410"
"Saumavélar, framleiðsla","28940"
"Saumavélar, heildsala","46640"
"Saumavélar, smásala","47540"
"Saumavörur, heildsala","46410"
"Saumavörur, smásala","47510"
"Saumaþráður, framleiðsla","13100"
"Saumaþráður, heildsala","46410"
"Saumaþráður, smásala","47510"
"Saumþráður, spuni","13100"
"Sáldprentun","18120"
"Sálfræðingar, starfsemi","86902"
"Sálfræðiráðgjöf","86902"
"Sáningarvélar, framleiðsla","28300"
"Sáningarvélar, heildsala","46610"
"Sápa, framleiðsla","20410"
"Sápa, heildsala","46450"
"Sápa, smásala","47750"
"Seðlabanki","64110"
"Segl, framleiðsla","13920"
"Segl, heildsala","46490"
"Segl, smásala","47640"
"Seglbátar, smásala","47640"
"Seglbátar, smíði","30120"
"Seglbretti, framleiðsla","32300"
"Segldúksábreiður, framleiðsla","13920"
"Seglgarn, framleiðsla","13940"
"Seglgarn, heildsala","46410"
"Segulbandstæki, framleiðsla","26400"
"Segulbandstæki, heildsala","46430"
"Segulbandstæki, smásala","47430"
"Segulbönd, átekin, heildsala","46430"
"Segulbönd, fjölföldun","18200"
"Segulbönd, óátekin, framleiðsla","26800"
"Segulbönd, óátekin, heildsala","46520"
"Segulbönd, smásala","47630"
"Seguldiskar, óáteknir, framleiðsla","26800"
"Segulkveikjur, framleiðsla","29310"
"Segulsneiðmyndatæki, framleiðsla","26600"
"Sellófanfilmur, framleiðsla","22210"
"Sellulósafjölliður, framleiðsla","20160"
"Sellulósatrefjar, framleiðsla","17120"
"Sellulósavatt, framleiðsla","17120"
"Sellulósi, framleiðsla","17110"
"Selveiðar","01700"
"Sement, framleiðsla","23510"
"Sendiráð, erlend á Íslandi","99000"
"Sendiráð, íslensk erlendis","84210"
"Servíettur úr pappír, framleiðsla","17220"
"Sesamfræ, ræktun","01110"
"Sessur, framleiðsla","13920"
"Seyði, framleiðsla","10890"
"Seyði, heildsala","46389"
"Sérhæfð þrif","81220"
"Sérverslun með matvæli","47290"
"Silfur, hrátt, framleiðsla","24410"
"Silfur, nám","07290"
"Silfurmunir, smásala","47770"
"Silfursmíði","32120"
"Silfurvörur, heildsala","46480"
"Silfurvörur, smásala","47770"
"Silki, spuni","13100"
"Silkiefni, vefnaður","13200"
"Silkiprentun","18120"
"Sindurmótun","25500"
"Sink, framleiðsla","24430"
"Sink, nám","07290"
"Sinnep, framleiðsla","10840"
"Sinnepsfræ, ræktun","01110"
"Síðbuxur, framleiðsla","14130"
"Sígarettukveikjarar, framleiðsla","32990"
"Sígarettupappír, framleiðsla","17290"
"Sígarettupappír, smásala","47260"
"Sígarettur, framleiðsla","12000"
"Sígarettur, heildsala","46350"
"Sígarettur, smásala","47260"
"Sígarettutóbak, framleiðsla","12000"
"Sígarettutóbak, heildsala","46350"
"Sígarettutóbak, smásala","47260"
"Síldarbátar, útgerð","03112"
"Síldarbræðslur","10203"
"Síldarsöltun","10202"
"Sílikon, framleiðsla","20160"
"Símaboðar, framleiðsla","26300"
"Símar, framleiðsla","26300"
"Símar, heildsala","46520"
"Símar, smásala","47420"
"Símar, viðgerðir","95120"
"Símaskrár, útgáfa","58120"
"Símasvörun","82200"
"Símaverslun","47910"
"Símsvarar, framleiðsla","26300"
"Sírenur í bíla, framleiðsla","29310"
"Sírenur, rafknúnar, framleiðsla","27900"
"Síritar, framleiðsla","26510"
"Síróp, framleiðsla","10810"
"Sítrónur, ræktun","01230"
"Síupappi, framleiðsla","17290"
"Síupappír, framleiðsla","17290"
"Sjampó, framleiðsla","20420"
"Sjampó, heildsala","46450"
"Sjálfsafgreiðsluþvottahús","96010"
"Sjálfsalaleiktæki, framleiðsla","32400"
"Sjálfsalaleiktæki, heildsala","46699"
"Sjálfsalaleiktæki, rekstur","92000"
"Sjálfsalar, framleiðsla","28290"
"Sjálfsalar, smásala","47990"
"Sjálfsalar, viðgerð og viðhald","33120"
"Sjóeldi","03210"
"Sjónaukar, framleiðsla","26700"
"Sjónaukar, heildsala","46430"
"Sjónaukar, smásala","47782"
"Sjóngler, frumvinnsla","23190"
"Sjóntækjafræðingar","47781"
"Sjóntækjaverslanir","47781"
"Sjónvarpsefni, framleiðsla","59110"
"Sjónvarpsefnis, eftirvinnsla","59120"
"Sjónvarpseftirlitskerfi, framleiðsla","26300"
"Sjónvarpsmyndavélar, framleiðsla","26300"
"Sjónvarpsskápar, framleiðsla","31090"
"Sjónvarpsstöðvar","60200"
"Sjónvarpsútsendingar","60200"
"Sjónvarpsviðgerðir","95210"
"Sjónvörp, framleiðsla","26400"
"Sjónvörp, heildsala","46430"
"Sjónvörp, smásala","47430"
"Sjóstangaveiði, starfsemi","93290"
"Sjóþotur, framleiðsla","30120"
"Sjúkraflutningar","86909"
"Sjúkraflutningar dýra","75000"
"Sjúkrafæði, framleiðsla","10860"
"Sjúkrahús","86100"
"Sjúkrahúsrúm, framleiðsla","32500"
"Sjúkrahússtæki, heildsala","46460"
"Sjúkranuddarar","86909"
"Sjúkratrygging","65120"
"Sjúkraumbúðir, framleiðsla","32500"
"Sjúkraþjálfarar","86901"
"Sjöl, framleiðsla","14190"
"Skaðatrygging","65120"
"Skannar, framleiðsla","26200"
"Skartgripasmiðir","32120"
"Skartgripasmíði úr góðmálmum","32120"
"Skartgripasmíði úr öðru en góðmálmum","32130"
"Skartgripaverslanir","47770"
"Skartgripir, heildsala","46480"
"Skartgripir, smásala","47770"
"Skartgripir, viðgerðir","95250"
"Skattaráðgjöf","69200"
"Skattheimta","84110"
"Skautar, framleiðsla","32300"
"Skautar, heildsala","46490"
"Skákfélög","93120"
"Skáktölvur, framleiðsla","32400"
"Skálar, gler eða kristal, framleiðsla","23130"
"Skálar, leir, framleiðsla","23490"
"Skálar, plast, framleiðsla","22290"
"Skátafélög","94999"
"Skeiðvellir, rekstur","93110"
"Skeifur, heildsala","46740"
"Skelfiskvinnsla, frysting","10201"
"Skellinöðrur, framleiðsla","30910"
"Skellinöðrur, heildsala og smásala","45400"
"Skemmti- og sportbátar, smíði","30120"
"Skemmtibátahöfn","93290"
"Skemmtibátaleiga","77210"
"Skemmtibátar, smásala","47640"
"Skemmtigarðar","93210"
"Skemmtistaðir","56300"
"Skemmtistaðir með matsölu","56100"
"Skerpingarsteinar, framleiðsla","23910"
"Skeyting, prentsmíð","18130"
"Skilti úr málmi, framleiðsla","25990"
"Skilti úr plasti, framleiðsla","22230"
"Skilti, ljós, framleiðsla","27400"
"Skinka, framleiðsla","10130"
"Skinka, heildsala","46320"
"Skinn, heildsala","46240"
"Skip, breytingar","30110"
"Skip, leiga án stjórnanda","77340"
"Skip, niðurrif","38310"
"Skip, smíði","30110"
"Skip, umboðsverslun","46140"
"Skip, viðgerð og viðhald","33150"
"Skipaafgreiðsla","52220"
"Skipamiðlun","52290"
"Skipasala","74900"
"Skipasmíðastöðvar","30110"
"Skipastigar, rekstur","52220"
"Skipaverkfræðingar","71121"
"Skipsbúnaður, heildsala","46691"
"Skipshreyflar, framleiðsla","28110"
"Skipshreyflar, viðgerðir","33120"
"Skipsskrúfur, framleiðsla","25990"
"Skipsstjórnarskólar","85320"
"Skipulagshönnun","71110"
"Skíðafatnaður, framleiðsla","14190"
"Skíðagallar, framleiðsla","14190"
"Skíðaskór, framleiðsla","32300"
"Skíðasvæði, rekstur","93110"
"Skíði, framleiðsla","32300"
"Skíði, heildsala","46490"
"Skíði, smásala","47640"
"Skjalakassar úr pappa, framleiðsla","17210"
"Skjalasöfn","91010"
"Skjásnúrur, framleiðsla","26110"
"Skjávarpar, framleiðsla","26200"
"Skoðanakannanir","73200"
"Skoðunar- og kynnisferðir með flugi","51102"
"Skolskálar úr postulíni, framleiðsla","23420"
"Skonsur, framleiðsla","10710"
"Skordýr, eldi","01499"
"Skordýraeyðir, framleiðsla","20200"
"Skordýraeyðir, heildsala","46750"
"Skotfélög","93120"
"Skotfæri, framleiðsla","25400"
"Skotfæri, smásala","47789"
"Skotpúður, framleiðsla","20510"
"Skotveiðivörur, smásala","47640"
"Skotvopn, framleiðsla","25400"
"Skotvopn, smásala","47789"
"Skotvopn, viðgerð","33110"
"Skóburstar, framleiðsla","32910"
"Skóburstun","96090"
"Skófatnaður, framleiðsla","15200"
"Skófatnaður, heildsala","46420"
"Skófatnaður, smásala","47721"
"Skófatnaður, umboðsverslun","46160"
"Skófatnaður, viðgerðir","95230"
"Skógarhögg","02200"
"Skógrækt","02109"
"Skógrækt, þjónusta","02400"
"Skólabílar, rekstur","49390"
"Skólabókasöfn","91010"
"Skóladagheimili","88912"
"Skólagarðar","88990"
"Skólahúsgögn, framleiðsla","31010"
"Skólamyndir","74200"
"Skólar","85"
"Skólavörur, plast, framleiðsla","22290"
"Skólphreinsistöðvar, rekstur","37000"
"Skólpveitur, lagning","42210"
"Skóreimar, framleiðsla","13990"
"Skósólar, framleiðsla","15200"
"Skósverta, framleiðsla","20410"
"Skóverslanir","47721"
"Skóviðgerðir","95230"
"Skraddarar","14130"
"Skrautmunir úr leir eða postulíni, framleiðsla","23410"
"Skrautmunir úr viði, framleiðsla","16290"
"Skrautsteinar, nám","08990"
"Skrautvarningur, framleiðsla","32990"
"Skreiðarverkun","10202"
"Skrifborð fyrir skrifstofur, framleiðsla","31010"
"Skrifborðsgripir úr gulli eða silfri, framleiðsla","32120"
"Skrifpappír, framleiðsla","17230"
"Skrifpappír, heildsala","46490"
"Skrifpappír, smásala","47620"
"Skrifstofuáhöld, framleiðsla","28230"
"Skrifstofuhúsgögn, framleiðsla","31010"
"Skrifstofuhúsgögn, heildsala","46650"
"Skrifstofuhúsgögn, smásala","47591"
"Skrifstofuvélar, framleiðsla","28230"
"Skrifstofuvélar, heildsala","46660"
"Skrifstofuvélar, leiga","77330"
"Skrifstofuvélar, smásala","47789"
"Skrifstofuvélar, umboðsverslun","46140"
"Skrifstofuvörur, pappír og pappi, framleiðsla","17230"
"Skrifstofuvörur, plast, framleiðsla","22290"
"Skrifstofuvörur, smásala","47620"
"Skrifstofuþjónusta, blönduð","82110"
"Skrifstofuþjónusta, sérhæfð","82190"
"Skrín úr viði, framleiðsla","16290"
"Skrúðgarðar","91040"
"Skrúðgarðyrkja","81300"
"Skrúfjárn, framleiðsla","25730"
"Skrúfstykki, framleiðsla","25730"
"Skrúfur, flug, framleiðsla","30300"
"Skrúfur, framleiðsla","25940"
"Skrúfur, heildsala","46730"
"Skrúfur, heildsala","46740"
"Skurðþreskivél, heildsala","46610"
"Skurðþreskivélar, framleiðsla","28300"
"Skúrar úr málmi, framleiðsla","25110"
"Skyggnusýningarvélar, framleiðsla","26700"
"Skyndibitastaðir","56100"
"Skyr, framleiðsla","10510"
"Skyrtur, framleiðsla","14140"
"Skyrtur, heildsala","46420"
"Skyrtur, smásala","47711"
"Skæri, framleiðsla","25710"
"Sköft úr viði, framleiðsla","16290"
"Skönnun, undirbúningur fyrir prentun","18130"
"Slátrun alifugla","10120"
"Sláttuvélar til heimilisnota, viðgerðir","95220"
"Sláttuvélar, framleiðsla","28300"
"Sláttuvélar, heildsala","46610"
"Sláttuvélar, smásala","47521"
"Sláturhús","10110"
"Slípiefni í duftformi, framleiðsla","23910"
"Slíping málma","25620"
"Slípivélar, framleiðsla","28240"
"Slípun málma","25620"
"Slysatrygging","65120"
"Slysavarnafélög","84250"
"Slökkvibílar, framleiðsla","29100"
"Slökkvilið","84250"
"Slökkvilið á flugvöllum","52230"
"Slökkvistarf á olíu- og gassvæðum","09100"
"Slökkvistarf vegna skógarelda","02400"
"Slökkvitæki, framleiðsla","28290"
"Slöngur, gúmmí, framleiðsla","22190"
"Slöngur, plast, framleiðsla","22210"
"Smábarnavörur, heildsala","46490"
"Smábarnavörur, smásala","47789"
"Smábátahafnir","93290"
"Smábátaútgerð","03111"
"Smákökur, framleiðsla","10720"
"Smákökur, heildsala","46360"
"Smásjár, heildsala","46430"
"Smásjár, optískar, framleiðsla","26700"
"Smáskammtalækningar","86909"
"Smásöluuppboð á Netinu","47910"
"Smeltlakk, framleiðsla","20300"
"Smergilsteinar, framleiðsla","23910"
"Smíðahlutir, sink, framleiðsla","25990"
"Smíðaverkfæri, framleiðsla","25730"
"Smíðavélar fyrir málmsmíði, heildsala","46620"
"Smíðavélar fyrir trésmíðaverkstæði","28490"
"Smíðavélar fyrir trésmíði, heildsala","46620"
"Smíðavélar, tölvustýrðar, heildsala","46620"
"Smjör, framleiðsla","10510"
"Smjör, heildsala","46330"
"Smjörlíki, framleiðsla","10420"
"Smjörlíki, heildsala","46330"
"Smokkar, framleiðsla","22190"
"Smurfeiti, framleiðsla","19200"
"Smurolía, framleiðsla","19200"
"Smurolía, heildsala","46710"
"Smurstöðvar","45203"
"Snafs, framleiðsla","11010"
"Snafs, heildsala","46340"
"Snertilinsur, framleiðsla","32500"
"Snertilinsur, heildsala","46430"
"Snertilinsur, smásala","47781"
"Sniglaeitur, framleiðsla","20200"
"Snjókeðjur, framleiðsla","29320"
"Snjómokstur","81290"
"Snuð, framleiðsla","22190"
"Snúrur, tölvur, framleiðsla","26110"
"Snyrti- og förðunarvörur, framleiðsla","20420"
"Snyrtiskólar","85320"
"Snyrtistofur","96022"
"Snyrtitöskur, heildsala","46490"
"Snyrtivörur, framleiðsla","20420"
"Snyrtivörur, heildsala","46450"
"Snyrtivörur, smásala","47750"
"Snældur úr pappa, framleiðsla","17290"
"Snældur úr plasti, framleiðsla","22229"
"Soðkjarnar úr lifrarbræðslu, framleiðsla","10410"
"Soðkjarnar úr loðnu- og síldarbræðslu, framleiðsla","10203"
"Soglokar í brunahreyfla, framleiðsla","28110"
"Sojabaunaolía, framleiðsla","10410"
"Sojabaunir, ræktun","01110"
"Sokkabuxur, framleiðsla","14310"
"Sokkar, framleiðsla","14310"
"Sokkar, heildsala","46420"
"Sokkar, smásala","47711"
"Sorp, hættulegt, meðhöndlun og förgun","38220"
"Sorp, hættulítið, meðhöndlun og förgun","38210"
"Sorpbrennslustöðvar","38210"
"Sorpílát, tæming","38110"
"Sorpkvarnir, framleiðsla","27510"
"Sorpstöðvar","38210"
"Sófar, framleiðsla","31090"
"Sófar, heildsala","46470"
"Sófar, smásala","47591"
"Sólahringsvistun fyrir fatlaða","87302"
"Sólahringsvistun fyrir þroskahamlaða","87200"
"Sólarrafhlöður, framleiðsla","27900"
"Sólarvörn, framleiðsla","20420"
"Sólarvörn, heildsala","46450"
"Sólarvörn, smásala","47750"
"Sólbaðsbekkir, framleiðsla","28990"
"Sólbaðsstofur","96040"
"Sólber, ræktun","01250"
"Sólblómaolía, framleiðsla","10410"
"Sólgleraugu, framleiðsla","32500"
"Sólgleraugu, heildsala","46490"
"Sólhlífar úr segli, framleiðsla","13920"
"Sólhlífar, aðrar, framleiðsla","32990"
"Sólkrem, framleiðsla","20420"
"Sólolíur, framleiðsla","20420"
"Sóltjöld, framleiðsla","13920"
"Sólun notaðra hjólbarða","22110"
"Sósa, framleiðsla","10840"
"Sósur, heildsala","46389"
"Sótavatn, framleiðsla","11070"
"Sótavatn, heildsala","46340"
"Sótthreinsun","81290"
"Sótthreinsunarefni, framleiðsla","20200"
"Sótthreinsunartæki, framleiðsla","32500"
"Spagettí, framleiðsla","10730"
"Spagettí, heildsala","46389"
"Sparisjóðir","64190"
"Spartl, framleiðsla","20300"
"Spákonur","96090"
"Spegiljárn, framleiðsla","24100"
"Speglar, framleiðsla","23120"
"Speglar, optískir, framleiðsla","26700"
"Speglar, slípun og skurður","23120"
"Speglar, til læknisnota, framleiðsla","32500"
"Speglar, uppsetning","43342"
"Spennustillar, framleiðsla","27110"
"Spergilkál, ræktun","01139"
"Spil, framleiðsla","32400"
"Spil, heildsala","46490"
"Spiladósir, framleiðsla","32200"
"Spilakassar, framleiðsla","32400"
"Spilakassar, rekstur","92000"
"Spilaklúbbar","93120"
"Spilasalir","92000"
"Spilavíti","92000"
"Spínat, ræktun","01139"
"Spíri, framleiðsla","11010"
"Spíri, heildsala","46340"
"Spíritistar, starfsemi","96090"
"Splæsing málma","25620"
"Sportveiðibúnaður, framleiðsla","32300"
"Sportveiðivörur, heildsala","46490"
"Sportvörugerð","32300"
"Sportvöruverslanir","47640"
"Spólur úr pappa, framleiðsla","17290"
"Spólur úr plasti, framleiðsla","22229"
"Spólur úr viði, framleiðsla","16290"
"Spónaplötur, heildsala","46730"
"Spónarplötur, framleiðsla","16210"
"Sprautubyssur, framleiðsla","28290"
"Sprautulökkun bifreiða","45202"
"Sprautur, til lækninganota, framleiðsla","32500"
"Sprengiefni, framleiðsla","20510"
"Spunaverksmiðjur","13100"
"Spunavélar, framleiðsla","28940"
"Stangir, ál, framleiðsla","24420"
"Stangir, gler, framleiðsla","23190"
"Stangir, gúmmí, framleiðsla","22190"
"Stangir, kalddregið stál, framleiðsla","24310"
"Stangir, kopar, framleiðsla","24540"
"Stangir, króm, framleiðsla","24540"
"Stangir, mangan, framleiðsla","24540"
"Stangir, nikkel, framleiðsla","24540"
"Stangir, plast, framleiðsla","22210"
"Stangir, valsað stál, framleiðsla","24320"
"Stangveiði","93190"
"Stangveiðifélög","93190"
"Stangveiðiverslanir","47640"
"Starfsemi höfuðstöðva","70100"
"Starfsmannafélög","94999"
"Starfsmannahald, tengd þjónusta","78300"
"Starfsmannaleiga","78200"
"Starfsmenntunarskólar","85320"
"Stauratogarar, framleiðsla","28920"
"Stál til málmsmíða, heildsala","46720"
"Stál, kalddráttur, framleiðsla","24340"
"Stál, kaldmótun, framleiðsla","24330"
"Stál, kaldvalsað, framleiðsla","24320"
"Stálband, kaldvölsun","24320"
"Stálkassar, framleiðsla","25910"
"Stálplötur, valsaðar, framleiðsla","24100"
"Stálprófílar, valsaðir, framleiðsla","24200"
"Stálrör, ekki steypt, framleiðsla","24200"
"Stálrör, steypt, framleiðsla","24520"
"Stálsmiðjur","25620"
"Stálstangir, valsaðar, framleiðsla","24320"
"Stálsteypa","24520"
"Stálvír, framleiðsla","24340"
"Stálvörur, steypun","24520"
"Stálþráður, kalddreginn, framleiðsla","24340"
"Steðjar, framleiðsla","25730"
"Stefnumótaþjónusta","96090"
"Steikingarpönnur, framleiðsla","25990"
"Steinaldin, ræktun","01240"
"Steinar í gólf úr leir eða postulíni, framleiðsla","23310"
"Steinkol, nám","05100"
"Steinlím í duftformi, framleiðsla","23640"
"Steinlím, eldfast, framleiðsla","23200"
"Steinolía, framleiðsla","19200"
"Steinolía, heildsala","46710"
"Steinsmíði","23700"
"Steinsteypa, framleiðsla","23630"
"Steinull, framleiðsla","23990"
"Steypa, eldföst, framleiðsla","23200"
"Steypa, framleiðsla","23630"
"Steypa, hlutir úr eðalmálmum","24540"
"Steypa, hlutir úr járni","24510"
"Steypa, hlutir úr stáli","24520"
"Steypa, hlutir úr þungmálmum","24540"
"Steypa, vörur úr léttmálmum","24530"
"Steypubílar, framleiðsla","29100"
"Steypueiningaverksmiðjur","23610"
"Steypuhrærivélar, framleiðsla","28920"
"Steypujárnshlutir, framleiðsla","24510"
"Steypustöðvar","23630"
"Steypuvélar fyrir málmiðnað, framleiðsla","28910"
"Steypuvélar, framleiðsla","28920"
"Steypuvörur, framleiðsla","23610"
"Stéttarfélög","94200"
"Stigar, heildsala","46730"
"Stigar, málmur, framleiðsla","25990"
"Stigar, tilbúnir, uppsetning","43320"
"Stigar, viður, framleiðsla","16230"
"Stimplagerð, dagsetningar- og númerastimplar","32990"
"Stimplar fyrir brunahreyfla, framleiðsla","28110"
"Stíflur, bygging","42910"
"Stílabækur, framleiðsla","17230"
"Stjórnlokar, framleiðsla","28140"
"Stjórnmálaflokkar","94920"
"Stjórnsýsla á sviði byggðamála","84130"
"Stjórnsýsla á sviði dómsmála","84110"
"Stjórnsýsla á sviði félagsmála","84120"
"Stjórnsýsla á sviði heilbrigðisþjónustu","84120"
"Stjórnsýsla á sviði iðnaðar","84130"
"Stjórnsýsla á sviði kirkjumála","84110"
"Stjórnsýsla á sviði landbúnaðar","84130"
"Stjórnsýsla á sviði landvarna og hermála","84220"
"Stjórnsýsla á sviði menntamála","84120"
"Stjórnsýsla á sviði samgöngumála","84130"
"Stjórnsýsla á sviði sjávarútvegs","84130"
"Stjórnsýsla á sviði viðskipta","84130"
"Stjórntöflur, rafmagn, framleiðsla","27120"
"Stjörnuspekingar","96090"
"Stoðmjólk, framleiðsla","10860"
"Stoðtæki, framleiðsla","32500"
"Stoðtæki, heildsala","46460"
"Stoðtæki, smásala","47740"
"Stofuborð, framleiðsla","31090"
"Stofuborð, heildsala","46470"
"Stofuborð, smásala","47591"
"Stólar fyrir heimili, heildsala","46470"
"Stólar fyrir heimili, smásala","47591"
"Stólar, framleiðsla","31090"
"Stórmarkaðir með áherslu á annað en matvöru","47190"
"Stórmarkaðir með áherslu á matvöru","47111"
"Straujárn, rafknúin, framleiðsla","27510"
"Straujárn, rafknúin, heildsala","46430"
"Straujárn, smásala","47540"
"Strauvélar fyrir þvottahús, framleiðsla","28940"
"Strávörur, framleiðsla","16290"
"Strengjahljóðfæri, framleiðsla","32200"
"Strengjahljóðfæri, heildsala","46490"
"Strengjahljóðfæri, smásala","47593"
"Strikjamerkingarþjónusta","82990"
"Strikjamerkjaprentun","82990"
"Strætisvagnar, framleiðsla","29100"
"Strætisvagnar, rekstur","49310"
"Stuðarar á ökutæki, framleiðsla","29320"
"Sturtubotnar úr plasti, framleiðsla","22230"
"Stúdentagarðar, rekstur","68201"
"Styrktarsjóðir sem tengjast félagsþjónustu","88990"
"Styrktarsjóðir, ótengdir félagsþjónustu","94999"
"Styrkveitingar félagasamtaka","94999"
"Styttur úr leir eða postulíni, framleiðsla","23410"
"Styttur úr steypu, gifsi o.þ.h., framleiðsla","23690"
"Styttur, keramík, framleiðsla","23410"
"Styttur, plast, framleiðsla","22290"
"Styttur, útskornar úr viði, framleiðsla","16290"
"Stýrimannapróf á smábátum, nám","85530"
"Stýripinnar, framleiðsla","26200"
"Stýrishjól fyrir ökutæki, framleiðsla","29320"
"Stýrisvélar fyrir bíla, framleiðsla","29320"
"Stöðumælar, framleiðsla","26520"
"Sulta","10390"
"Sultur, framleiðsla","10390"
"Sultur, heildsala","46389"
"Sumarbúðir fyrir börn","55200"
"Sumarhúsaleiga","55200"
"Sumarstarf fyrir börn og unglinga","88990"
"Sundfatnaður, framleiðsla","14190"
"Sundfélög","93120"
"Sundhettur, framleiðsla","22190"
"Sundlaugar","93110"
"Sundurhlutun bíla","46770"
"Súkkulaði, framleiðsla","10820"
"Súkkulaði, heildsala","46360"
"Súkkulaði, smásala","47240"
"Súpur, framleiðsla","10890"
"Súpur, heildsala","46389"
"Súrál, framleiðsla","24420"
"Súrefni, framleiðsla","20110"
"Súrmjólk, framleiðsla","10510"
"Sútun á leðri","15110"
"Svaladrykkir, framleiðsla","11070"
"Svaladrykkir, heildsala","46340"
"Svampdýnur, framleiðsla","31030"
"Svefnpokar, framleiðsla","13920"
"Svefnpokar, heildsala","46490"
"Svefnsófar, framleiðsla","31090"
"Svefnsófar, heildsala","46470"
"Svefnsófar, smásala","47591"
"Sveifluhjól, framleiðsla","28150"
